no_indicacao;autor;uo_sigla;ano;tipo_de_indicacao;objeto;funcao_descricao;municipio;nome_do_beneficiario;no_instrumento;valor_indicado;valor_utilizado;valor_empenhado;valor_pago;status
162090;IONE PINHEIRO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;PAULA CANDIDO;MUNICIPIO DE PAULA CANDIDO;0016/2025;325000,0;325000,0;325000,0;325000,0;Pago Total
162179;LEANDRO GENARO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;RIO MANSO;MUNICIPIO DE RIO MANSO;0016/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
165405;PROFESSOR WENDEL MESQUITA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;CAPELINHA;MUNICIPIO DE CAPELINHA;0016/2025;13500,0;13500,0;13500,0;13500,0;Pago Total
161797;JOAO VITOR XAVIER;FES;2025;RESOLUÇÃO SES;Aparelho de Raio X - Fixo Digital;SAÚDE;CAETE;SOCIEDADE CIVIL DE BENEFICENCIA CAETEENSE;010161/2025;358565,0;358565,0;358565,0;358565,0;Pago Total
158865;BLOCO AVANCA MINAS;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;ROMARIA;MUNICIPIO DE ROMARIA;0016/2025;150000,0;150000,0;150000,0;150000,0;Pago Total
160161;RICARDO CAMPOS;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;SERVIÇOS - Promoção - Direitos Humanos;ADMINISTRAÇÃO;CONTAGEM;ASSOCIACAO COMUNITARIA SHEKINAH;1481000785/2025;300000,0;300000,0;300000,0;300000,0;Pago Total
162549;BEATRIZ CERQUEIRA;SEAPA;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Implementos Agrícolas;AGRICULTURA;PRESIDENTE OLEGARIO;ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS DE AREIAS;1231000529/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
169147;LENINHA;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;CONTAGEM;FUNDO MUNICIPAL DE SAUDE;;180000,0;0,0;0,0;0,0;Reprovado
173611;LELECO PIMENTEL;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;SAO PEDRO DOS FERROS;MUNICIPIO DE SAO PEDRO DOS FERROS;0031/2025;70000,0;70000,0;70000,0;70000,0;Pago Total
164289;LUCAS LASMAR;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;CABECEIRA GRANDE;MUNICIPIO DE CABECEIRA GRANDE;0016/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
165807;NAYARA ROCHA;FES;2025;RESOLUÇÃO SES;Veículo Minivan (mínimo 7 lugares);SAÚDE;ERVALIA;FUNDO MUNICIPAL DE SAUDE;010088/2025;150000,0;150000,0;150000,0;150000,0;Pago Total
167769;GREGO DA FUNDAÇÃO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;MANHUACU;MUNICIPIO DE MANHUACU;0016/2025;600000,0;600000,0;600000,0;600000,0;Pago Total
167156;LENINHA;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Consumo - Não há;DIREITOS DA CIDADANIA;DIAMANTINA;ASSOCIACAO CASA DA CRIANCA MARIA ANTONIA;;1300,0;0,0;0,0;0,0;Reprovado
167027;DELEGADA SHEILA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;VISCONDE DO RIO BRANCO;MUNICIPIO DE VISCONDE DO RIO BRANCO;0016/2025;140000,0;140000,0;140000,0;140000,0;Pago Total
167533;LUCAS LASMAR;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;INIMUTABA;MUNICIPIO DE INIMUTABA;0016/2025;37943,44;37943,44;37943,44;37943,44;Pago Total
165759;LOHANNA;FES;2025;RESOLUÇÃO SES;Veículo Passeio (5 lugares);SAÚDE;OLIVEIRA;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE OLIVEIRA (MG);010088/2025;167906,0;167906,0;167906,0;167906,0;Pago Total
159582;BLOCO AVANCA MINAS;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Equipamento e Mobiliário;EDUCAÇÃO;VARGINHA;EE PROFESSOR FÁBIO SALLES;1055225;100000,0;100000,0;100000,0;100000,0;Pago Total
167127;BETINHO PINTO COELHO;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;IGUATAMA;FUNDO MUNICIPAL DE SAUDE;010092/2025;400000,0;400000,0;400000,0;400000,0;Pago Total
168550;ELISMAR PRADO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;VERISSIMO;MUNICIPIO DE VERISSIMO;0016/2025;50000,0;50000,0;50000,0;50000,0;Pago Total
161513;BLOCO MINAS EM FRENTE;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Equipamento e Mobiliário;EDUCAÇÃO;BELO HORIZONTE;EE PROFESSOR CAETANO AZEREDO;;100000,0;0,0;0,0;0,0;Reprovado
168737;BETAO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;ALTO RIO DOCE;MUNICIPIO DE ALTO RIO DOCE;0016/2025;7236,67;7236,67;7236,67;7236,67;Pago Total
168257;LENINHA;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;SERVIÇOS - Assessoria Técnica - Não há;DIREITOS DA CIDADANIA;BELO HORIZONTE;CARITAS BRASILEIRA;;150000,0;0,0;0,0;0,0;Reprovado
165958;MAURO TRAMONTE;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;DIVINOPOLIS;FUNDACAO GERALDO CORREA;010091/2025;180000,0;180000,0;180000,0;180000,0;Pago Total
161541;MARIA CLARA MARRA;FES;2025;RESOLUÇÃO SES;Veículo Passeio (5 lugares);SAÚDE;FRONTEIRA;FUNDO MUNICIPAL DE SAUDE;010088/2025;83953,0;83953,0;83953,0;83953,0;Pago Total
160380;BLOCO DEMOCRACIA E LUTA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;NOVORIZONTE;MUNICIPIO DE NOVORIZONTE;0016/2025;7000,0;7000,0;7000,0;7000,0;Pago Total
168011;BETINHO PINTO COELHO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;SENADOR JOSE BENTO;MUNICIPIO DE SENADOR JOSE BENTO;0016/2025;76188,12;76188,12;76188,12;76188,12;Pago Total
168639;DOORGAL ANDRADA;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;ARAGUARI;FUNDO MUNICIPAL DE SAUDE;010118/2025;1624885,0;1624885,0;1624885,0;1624885,0;Pago Total
159214;BLOCO AVANCA MINAS;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;PATROCINIO;IRMANDADE NOSSA SENHORA DO PATROCINIO;010226/2025;180000,0;180000,0;180000,0;180000,0;Pago Total
168613;GUSTAVO SANTANA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;LASSANCE;MUNICIPIO DE LASSANCE;0016/2025;27000,0;27000,0;27000,0;27000,0;Pago Total
159642;BLOCO MINAS EM FRENTE;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;OLARIA;MUNICIPIO DE OLARIA;0016/2025;150000,0;150000,0;150000,0;150000,0;Pago Total
179842;MARQUINHO LEMOS;EMATER;2025;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;Implementos agrícolas;AGRICULTURA;VISCONDE DO RIO BRANCO;ASSOCIACAO DOS AGRICULTORES FAMILIARES SANTA JOANA D'ARC RURAL;;75750,0;75750,0;75750,0;75750,0;Pago Total
167436;GIL PEREIRA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;ESPINOSA;MUNICIPIO DE ESPINOSA;0016/2025;500000,0;500000,0;500000,0;500000,0;Pago Total
162423;PROFESSOR CLEITON;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;AGUAS FORMOSAS;HOSPITAL SÃO VICENTE DE PAULO DE ÁGUAS FORMOSAS;010315/2025;180000,0;180000,0;180000,0;180000,0;Pago Total
161053;DOUTOR PAULO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;SILVIANOPOLIS;MUNICIPIO DE SILVIANOPOLIS;0016/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
162711;ANTONIO CARLOS ARANTES;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;MATEUS LEME;FUNDO MUNICIPAL DE SAUDE DE MATEUS LEME;010092/2025;300000,0;300000,0;300000,0;300000,0;Pago Total
180003;RAUL BELÉM;FES;2025;RESOLUÇÃO SES;EQUIPAMENTOS E MOBILIÁRIO SAÚDE BUCAL;SAÚDE;PIRAJUBA;FUNDO MUNICIPAL DE SAUDE;010467/2025;180000,0;180000,0;180000,0;180000,0;Pago Total
164023;ANTONIO CARLOS ARANTES;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;GUAXUPE;MUNICIPIO DE GUAXUPE;0016/2025;161632,0;161632,0;161632,0;161632,0;Pago Total
168640;GUSTAVO SANTANA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;LASSANCE;MUNICIPIO DE LASSANCE;0016/2025;78000,0;78000,0;78000,0;78000,0;Pago Total
161570;LELECO PIMENTEL;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;PIRAPORA;MUNICIPIO DE PIRAPORA;0016/2025;200000,0;200000,0;200000,0;200000,0;Pago Total
179482;BLOCO DEMOCRACIA E LUTA;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;VERDELANDIA;FUNDO MUNICIPAL DE SAUDE DE VERDELANDIA;010464/2025;180000,0;180000,0;180000,0;180000,0;Pago Total
162175;LEANDRO GENARO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;MACHADO;MUNICIPIO DE MACHADO;0016/2025;90000,0;90000,0;90000,0;90000,0;Pago Total
164568;CELINHO DO SINTTROCEL;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;SERRO;FUNDO MUNICIPAL DE SAÚDE DE SERRO;010092/2025;250000,0;250000,0;250000,0;250000,0;Pago Total
163126;CARLOS HENRIQUE;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;ARACUAI;FUNDO MUNICIPAL DE SAUDE DE ARACUAI;010092/2025;250000,0;250000,0;250000,0;250000,0;Pago Total
167984;THIAGO COTA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;MATHIAS LOBATO;MUNICIPIO DE MATHIAS LOBATO;0016/2025;600000,0;600000,0;600000,0;600000,0;Pago Total
166494;BLOCO DEMOCRACIA E LUTA;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Equipamento e Mobiliário;EDUCAÇÃO;PEDRA AZUL;EE CORONEL PACÍFICO FARIA;;100000,0;0,0;0,0;0,0;Reprovado
167313;DELEGADA SHEILA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;FERVEDOURO;MUNICIPIO DE FERVEDOURO;0016/2025;240000,0;240000,0;240000,0;240000,0;Pago Total
164295;NEILANDO PIMENTA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;BONFIM;MUNICIPIO DE BONFIM;0016/2025;300000,0;300000,0;300000,0;300000,0;Pago Total
165163;ANTONIO CARLOS ARANTES;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;GUARANESIA;MUNICIPIO DE GUARANESIA;0016/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
164016;BLOCO AVANCA MINAS;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;PRATA;MUNICIPIO DE PRATA;0016/2025;1000000,0;1000000,0;1000000,0;1000000,0;Pago Total
167404;CASSIO SOARES;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;LAVRAS;MUNICIPIO DE LAVRAS;0016/2025;500000,0;500000,0;500000,0;500000,0;Pago Total
166435;LENINHA;EMATER;2025;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;Kit semenetes de cereais;AGRICULTURA;NOVA PORTEIRINHA;MUNICIPIO DE NOVA PORTEIRINHA;;14000,0;13861,0;13861,0;13861,0;Pago Total
168789;GUSTAVO SANTANA;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;NANUQUE;FUNDO MUNICIPAL DE SAUDE DE NANUQUE/MG;010092/2025;300000,0;300000,0;300000,0;300000,0;Pago Total
163779;CAPOREZZO;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;GURINHATA;FUNDO MUNICIPAL DE SAÚDE DE GURINHATÃ;010092/2025;180000,0;180000,0;180000,0;180000,0;Pago Total
163211;LELECO PIMENTEL;EMATER;2025;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;Kit semenetes de cereais;AGRICULTURA;CAPELINHA;MUNICIPIO DE CAPELINHA;;14000,0;13840,0;13840,0;13840,0;Pago Total
165754;ULYSSES GOMES;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;CAMANDUCAIA;FUNDO MUNICIPAL DE SAUDE;010092/2025;550000,0;550000,0;550000,0;550000,0;Pago Total
161042;BLOCO MINAS EM FRENTE;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Projeto Pedagogico - Formatura ;EDUCAÇÃO;SAO JOAQUIM DE BICAS;EE PROFESSORA GERALDA EUGÊNIA DA SILVA;1054911;100000,0;100000,0;100000,0;100000,0;Pago Total
162305;CAPOREZZO;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;SERVIÇOS - Contratação - Profissionais para condução de práticas esportivas;DESPORTO E LAZER;SAO LOURENCO;SÂO LOURENÇO RUGBY;;60000,0;0,0;0,0;0,0;Reprovado
163584;CAPOREZZO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;CONCEICAO DOS OUROS;MUNICIPIO DE CONCEICAO DOS OUROS;0016/2025;105000,0;105000,0;105000,0;105000,0;Pago Total
169010;LENINHA;UNIMONTES;2025;EXECUÇÃO DIRETA;Custeio;EDUCAÇÃO;MONTES CLAROS;UNIMONTES - SEDE;;89000,0;89000,0;67000,0;59000,0;Pago Parcial
179249;BETAO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;LAJINHA;MUNICIPIO DE LAJINHA;0041/2025;15000,0;15000,0;15000,0;15000,0;Pago Total
165711;DUARTE BECHIR;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;ANDRELANDIA;FUNDO MUNICIPAL DE SAÚDE DE ANDRELÂNDIA;010091/2025;200000,0;200000,0;200000,0;200000,0;Pago Total
168224;MAURO TRAMONTE;FES;2025;RESOLUÇÃO SES;Veículo Passeio (5 lugares);SAÚDE;PIRAUBA;FUNDO MUNICIPAL DE SAUDE;010088/2025;83953,0;83953,0;83953,0;83953,0;Pago Total
166554;NAYARA ROCHA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;JUATUBA;MUNICIPIO DE JUATUBA;0016/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
169123;LEONIDIO BOUCAS;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;CANAPOLIS;MUNICIPIO DE CANAPOLIS;0016/2025;250000,0;250000,0;250000,0;250000,0;Pago Total
158716;SARGENTO RODRIGUES;PMMG;2025;EXECUÇÃO DIRETA;Equipamentos e bens permanentes;SEGURANÇA PÚBLICA;BELO HORIZONTE;PMMG - SEDE;;84000,0;84000,0;0,0;0,0;Reprovado
161827;ARLEN SANTIAGO;PMMG;2025;EXECUÇÃO DIRETA;Equipamentos e bens permanentes;SEGURANÇA PÚBLICA;MONTES CLAROS;11º RPM - Montes Claros;;70000,0;70000,0;69480,0;0,0;Empenhado
168593;CASSIO SOARES;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;LAGOA SANTA;SANTA CASA DE MISERICORDIA DE LAGOA SANTA;010091/2025;300000,0;300000,0;300000,0;300000,0;Pago Total
167907;DUARTE BECHIR;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;HELIODORA;MUNICIPIO DE HELIODORA;0016/2025;500000,0;500000,0;500000,0;500000,0;Pago Total
163922;DOUTOR PAULO;FES;2025;RESOLUÇÃO SES;Veículo Minivan (mínimo 7 lugares);SAÚDE;MONSENHOR PAULO;FUNDO MUNICIPAL DE SAUDE;010088/2025;150000,0;150000,0;150000,0;150000,0;Pago Total
159561;BLOCO AVANCA MINAS;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Manutenção e Conservação Predial;EDUCAÇÃO;DIVINOPOLIS;EE MANOEL CORREA FILHO;1054643;182000,0;182000,0;182000,0;182000,0;Pago Total
160206;BETAO;FES;2025;RESOLUÇÃO SES;FES Ambulância Tipo A Simples Remoção - Furgoneta;SAÚDE;LAJINHA;FUNDO MUNICIPAL DE SAUDE - FMS;;268358,0;0,0;0,0;0,0;Reprovado
159028;BRUNO ENGLER;PCMG;2025;EXECUÇÃO DIRETA;Viatura descaracterizada tipo SUV;SEGURANÇA PÚBLICA;BELO HORIZONTE;A SER DEFINIDO PELO ÓRGÃO;;170000,0;170000,0;125500,0;0,0;Empenhado
163227;CRISTIANO SILVEIRA;EMATER;2025;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;Implementos agrícolas;AGRICULTURA;SAO JOAO EVANGELISTA;MUNICIPIO DE SAO JOAO EVANGELISTA;;70000,0;70000,0;69925,0;69925,0;Pago Total
179325;BLOCO DEMOCRACIA E LUTA;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Equipamento e Mobiliário;EDUCAÇÃO;JANUARIA;EE OLEGÁRIO MACIEL;1055646;100000,0;100000,0;100000,0;100000,0;Pago Total
160193;BLOCO MINAS EM FRENTE;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;BELO HORIZONTE;ASSOCIACAO EVANGELICA BENEFICENTE DE MINAS GERAIS;010064/2025;300000,0;300000,0;300000,0;300000,0;Pago Total
167647;LUCAS LASMAR;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;PRESIDENTE JUSCELINO;FUNDO MUNICIPAL DE SAÚDE DE PRESIDENTE JUSCELINO;010092/2025;200000,0;200000,0;200000,0;200000,0;Pago Total
160639;DOUGLAS MELO;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;SETE LAGOAS;FUNDO MUNICIPAL DE SAUDE;010049/2025;820000,0;820000,0;820000,0;820000,0;Pago Total
162540;MARIA CLARA MARRA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;ARINOS;MUNICIPIO DE ARINOS;0016/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
161832;BLOCO DEMOCRACIA E LUTA;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Manutenção e Conservação Predial;EDUCAÇÃO;BARAO DE COCAIS;EE EFIGÊNIA DE BARROS OLIVEIRA;1054744;100000,0;100000,0;100000,0;100000,0;Pago Total
166906;DOUTOR JEAN FREIRE;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;CURRAL DE DENTRO;MUNICIPIO DE CURRAL DE DENTRO;0016/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
157751;BLOCO MINAS EM FRENTE;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;ABADIA DOS DOURADOS;MUNICIPIO DE ABADIA DOS DOURADOS;0016/2025;150000,0;150000,0;150000,0;150000,0;Pago Total
160774;CHIARA BIONDINI;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Projeto Pedagogico - Formatura ;EDUCAÇÃO;BELO HORIZONTE;EE SANTOS DUMONT;1054902;100000,0;100000,0;100000,0;100000,0;Pago Total
178994;BLOCO MINAS EM FRENTE;FES;2025;RESOLUÇÃO SES;Veículo Minivan (mínimo 7 lugares);SAÚDE;ARINOS;FUNDO MUNICIPAL DE SAUDE DE ARINOS;010458/2025;300000,0;300000,0;300000,0;300000,0;Pago Total
163749;CAPOREZZO;PMMG;2025;EXECUÇÃO DIRETA;Equipamentos e bens permanentes;SEGURANÇA PÚBLICA;TRES CORACOES;16º CIA PM IND - Três Corações;;200000,0;200000,0;197550,87;9893,63;Pago Parcial
167021;DR. MAURICIO;FES;2025;RESOLUÇÃO SES;Foco Cirúrgico de Teto com Câmera de Vídeo;SAÚDE;PIRAPETINGA;FUNDO MUNICIPAL DE SAUDE DE PIRAPETINGA;010161/2025;192815,0;192815,0;192815,0;192815,0;Pago Total
179633;ARNALDO SILVA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;FRONTEIRA;MUNICIPIO DE FRONTEIRA;0041/2025;20749,55;20749,55;20749,55;20749,55;Pago Total
158352;ALENCAR DA SILVEIRA JR.;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;ITANHOMI;FUNDO MUNICIPAL DE SAÚDE DE ITANHOMI;010049/2025;210000,0;210000,0;210000,0;210000,0;Pago Total
163797;CAPOREZZO;CBMMG;2025;EXECUÇÃO DIRETA;Viatura Unidade de Resgate e Equipamentos;SAÚDE;EXTREMA;Pelotão - Extrema;;450000,0;450000,0;449974,7;0,0;Empenhado
167868;LOHANNA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;SAO FRANCISCO DE PAULA;MUNICIPIO DE SAO FRANCISCO DE PAULA;0016/2025;19500,0;19500,0;19500,0;19500,0;Pago Total
164267;TITO TORRES;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;JOAO MONLEVADE;ASSOCIACAO SAO VICENTE DE PAULO DE JOAO MONLEVADE - MG;010133/2025;180000,0;180000,0;180000,0;180000,0;Pago Total
162412;CELINHO DO SINTTROCEL;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;SANTANA DO PARAISO;MUNICIPIO DE SANTANA DO PARAISO;0016/2025;250000,0;250000,0;250000,0;250000,0;Pago Total
167104;IONE PINHEIRO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;IBIRITE;MUNICIPIO DE IBIRITE;0016/2025;360000,0;360000,0;360000,0;360000,0;Pago Total
161551;MARIA CLARA MARRA;FES;2025;RESOLUÇÃO SES;Veículo de Transporte Sanitário ( Com Acessibilidade - 1 Cadeirante);SAÚDE;LIMEIRA DO OESTE;LIMEIRA DO OESTE FUNDO MUNICIPAL DE SAUDE;010096/2025;304800,0;304800,0;304800,0;304800,0;Pago Total
159546;BLOCO MINAS EM FRENTE;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;SERRO;MUNICIPIO DE SERRO;0016/2025;21660,0;21660,0;21660,0;21660,0;Pago Total
168146;JOAO VITOR XAVIER;FES;2025;RESOLUÇÃO SES;Veículo Passeio (5 lugares);SAÚDE;PARA DE MINAS;PARA DE MINAS - FUNDO MUNICIPAL DE SAUDE;010088/2025;83953,0;83953,0;83953,0;83953,0;Pago Total
163067;BLOCO DEMOCRACIA E LUTA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;IMBE DE MINAS;MUNICIPIO DE IMBE DE MINAS;0016/2025;300000,0;300000,0;300000,0;300000,0;Pago Total
165335;PROFESSOR WENDEL MESQUITA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;BERTOPOLIS;MUNICIPIO DE BERTOPOLIS;0016/2025;42000,0;42000,0;42000,0;42000,0;Pago Total
166919;ULYSSES GOMES;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Consumo - Não há;ADMINISTRAÇÃO;PASSA QUATRO;LAR DOS VELHINHOS DE PASSA QUATRO;1481001013/2025;300000,0;300000,0;300000,0;300000,0;Pago Total
164682;ANA PAULA SIQUEIRA;SECULT;2025;CELEBRAÇÃO DE CONVÊNIO;EVENTOS - Realização - Projetos Culturais de Interesse Público;CULTURA;BELO HORIZONTE;INSTITUTO A FORCA DO BEM;1271000161/2025;500000,0;500000,0;500000,0;500000,0;Pago Total
160963;DR. MAURICIO;FES;2025;RESOLUÇÃO SES;Veículo Minivan (mínimo 7 lugares);SAÚDE;ITAPEVA;FUNDO MUNICIPAL DE SAUDE;010088/2025;150000,0;150000,0;150000,0;150000,0;Pago Total
167189;BETINHO PINTO COELHO;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;CRUZILIA;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS;010122/2025;180000,0;180000,0;180000,0;180000,0;Pago Total
168046;ZÉ GUILHERME;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;GOIANA;MUNICIPIO DE GOIANA;0016/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
165831;ZÉ LAVIOLA;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;GUANHAES;FUNDO MUNICIPAL DE SAÚDE DE GUANHÃES;010092/2025;180000,0;180000,0;180000,0;180000,0;Pago Total
179947;JOÃO JÚNIOR;IDENE;2025;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;Tubos e Caixa D'água;SANEAMENTO;ITAMARANDIBA;ASSOCIACAO COMUNITARIA DOS PEQUENOS PRODUTORES RURAIS DO RIBEIRAO DE AREIA E ADJACENCIAS;;14429,0;14429,0;14429,0;14429,0;Pago Total
168819;ELISMAR PRADO;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;SERVIÇOS - Contratação - Não há;ADMINISTRAÇÃO;CONTAGEM;ASSOCIACAO DOS MORADORES DO BAIRRO NOVO PROGRESSO II;1481000970/2025;500000,0;500000,0;500000,0;500000,0;Pago Total
167816;LENINHA;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;SERVIÇOS - Apoio - Não há;ADMINISTRAÇÃO;MONTES CLAROS;FUNDACAO CLARICE ALBUQUERQUE;1481000622/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
178917;ZÉ LAVIOLA;SECULT;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Consumo - Vestuário;CULTURA;ABAETE;ASSOCIACAO DO CONGADO DE N SENHORA DO ROSARIO ABAETE;1271002109/2025;70000,0;70000,0;70000,0;70000,0;Pago Total
